product_id,model,image_position,url,issue_type,confidence,replacement_source
1601924732369,BQ038 / M889,4,https://sc04.alicdn.com/kf/H17fd3800032d48e79c50455d12ac6f5aA.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601924347721,BQ037 / H7116,1,https://sc04.alicdn.com/kf/Hea297c1a27954f1196207b58a86beef8s.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601924347721,BQ037 / H7116,2,https://sc04.alicdn.com/kf/H3bc9e1083e0644b8b759fd23a82bcb72f.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601924347721,BQ037 / H7116,3,https://sc04.alicdn.com/kf/Hf619f77805cf4c35bb37e9fe39773d85R.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601924347721,BQ037 / H7116,4,https://sc04.alicdn.com/kf/H4f55a4499025464cad6da86bf3fbb1a9U.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825160204,BQ-010,3,https://sc04.alicdn.com/kf/Hc8504fce9c1d43828bd01a62115fe410g.jpg,国内电商拼图/复杂背景,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825160204,BQ-010,4,https://sc04.alicdn.com/kf/Hf513059c488c4459aab9c3b8544b94423.jpg,疑似主体贴边、裁切或满画布；国内电商拼图/复杂背景,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825160204,BQ-010,5,https://sc04.alicdn.com/kf/H6d876f51822c42a5a4113f9204950b92J.jpg,国内电商拼图/复杂背景；异常深色或强色背景/边缘图形,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825160204,BQ-010,6,https://sc04.alicdn.com/kf/H4b9c8e562cc84beb958fa1a57ebf6d20B.jpg,疑似主体贴边、裁切或满画布；国内电商拼图/复杂背景,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000046705043,BQ-035 / A001,1,https://sc04.alicdn.com/kf/Sf105e67cde4c4a1990dd639442eb5d55w.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000046705043,BQ-035 / A001,2,https://sc04.alicdn.com/kf/S9f74d79908684c2aa2696d043ea28866t.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000046705043,BQ-035 / A001,3,https://sc04.alicdn.com/kf/Saedff14d98a048f5b88c980a26d6f1c1D.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000046705043,BQ-035 / A001,4,https://sc04.alicdn.com/kf/S9d6e20b656b04e09bc70124353956006l.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000046705043,BQ-035 / A001,6,https://sc04.alicdn.com/kf/Scf3444c6e97b471d9773b6d22e785e96J.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601839105416,BQ028 / 7212,1,https://sc04.alicdn.com/kf/Sd6a3d1c80bd440bbb5a814d29fe4a750r.jpg,疑似主体贴边、裁切或满画布；国内电商拼图/复杂背景；异常深色或强色背景/边缘图形,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000046439033,BQ031 / ZX2116,2,https://sc04.alicdn.com/kf/A2e57b49f4cca4c1abbe5a96e7988cc3dd.jpg,疑似主体贴边、裁切或满画布,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000046439033,BQ031 / ZX2116,3,https://sc04.alicdn.com/kf/A5602a02df8f64b54a79efea31b275f21S.jpg,疑似主体贴边、裁切或满画布,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047220568,BQ049 / A230,1,https://sc04.alicdn.com/kf/S495a4e1009de40fda71bea7461784713L.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047220568,BQ049 / A230,2,https://sc04.alicdn.com/kf/Sba6877c6d8814895aef0325699a0448ew.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047220568,BQ049 / A230,4,https://sc04.alicdn.com/kf/S302fac57227447b1a1c3671c9c4b08fea.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047392343,BQ059 / A1888,1,https://sc04.alicdn.com/kf/Sd20be6997a5e483f818ce3fdab5c24ef1.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047392343,BQ059 / A1888,4,https://sc04.alicdn.com/kf/Sa86992b4bd7d413ebab183261f1db9bdY.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047392343,BQ059 / A1888,6,https://sc04.alicdn.com/kf/S69a21aa580004000a5c56217b5a5c111o.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047396313,BQ060 / A350,6,https://sc04.alicdn.com/kf/S464cf648eb5e49e1a5a89e41d0196f370.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047307924,BQ053 / 1888,3,https://sc04.alicdn.com/kf/S4e8f60302524413691fb80ceb0107ffap.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047307924,BQ053 / 1888,4,https://sc04.alicdn.com/kf/S871794a4caa94543baa410bb44861c8cw.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000047307924,BQ053 / 1888,6,https://sc04.alicdn.com/kf/Se985cbfffa69461a8604ae2385fb530bI.jpg,异常深色或强色背景/边缘图形,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000043200726,BQ003 / R1218,6,https://sc04.alicdn.com/kf/A8262cb6a522b47c4b53f6a1a64b97db4Q.jpg,疑似主体贴边、裁切或满画布；国内电商拼图/复杂背景,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000044024484,BQ025 / A1689,2,https://sc04.alicdn.com/kf/S8dffa277a4eb46518d4f53d28855a3adb.jpg,当前图片无法复核,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000044024484,BQ025 / A1689,5,https://sc04.alicdn.com/kf/S47d3b4a492a04737ac244c741e65734fT.jpg,当前图片无法复核,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000044004948,BQ023 / A505,2,https://sc04.alicdn.com/kf/S4c23eb8ab26a4616937adbe9b531a1ddW.jpg,当前图片无法复核,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825070472,BQ-007,5,https://sc04.alicdn.com/kf/Hd6e74433a6714ac09c1ee68093f542c1r.jpg,当前图片无法复核,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825070472,BQ-007,6,https://sc04.alicdn.com/kf/Hcea6af89a4104bc59df92d1381f3533eS.jpg,疑似主体贴边、裁切或满画布；国内电商拼图/复杂背景,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825074604,BQ-009,1,https://sc04.alicdn.com/kf/H3e79e16a095449478c9498467a4aa75cn.jpg,当前图片无法复核,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825074604,BQ-009,3,https://sc04.alicdn.com/kf/Hbaf5c947c6404a72b1b90d2635ef056cD.jpg,当前图片无法复核,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
1601825074604,BQ-009,6,https://sc04.alicdn.com/kf/H2977c962882f40d084232e3f81390822S.jpg,疑似主体贴边、裁切或满画布；国内电商拼图/复杂背景,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000043201799,BQ-004,1,https://sc04.alicdn.com/kf/A4c1f1e31a8bd47b9b40b75b536046c73e.jpg,疑似主体贴边、裁切或满画布；国内电商拼图/复杂背景；异常深色或强色背景/边缘图形,HIGH,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
10000043201799,BQ-004,3,https://sc04.alicdn.com/kf/A2bd12966ffdb4101bff9e525623c6144j.jpg,疑似主体贴边、裁切或满画布,MEDIUM,同一SKU本地原始素材中对应槽位；如无合适视图，重做单一完整鞋体/鞋底/颜色图，上传图片银行后替换
