product_index,product_id,encrypted_product_id,model,title,status,display,image_position,url,width,height,occupancy_width,occupancy_height,occupancy_box_area,occupancy_ink,risk,reference_distance
23,1601939751016,AAGxjmk4AOWGex-cDVm7iseL,BQ025-R1 / A1689,Low Cut Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A1689,approved,Y,1,https://sc04.alicdn.com/kf/Sffa40a1ec6e6404cb4235ffb9ff680bfv.jpg,320,320,0.82,0.51,0.4182,0.2611,LOW_RESOLUTION,85
24,1601939612707,AAHEjmk4AOWGex-cDVm7jKPA,BQ025-W1 / A1689,Wholesale Low Cut Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A1689,approved,Y,1,https://sc04.alicdn.com/kf/S69750b7444834cdab69f069c411d2280d.jpg,320,320,0.82,0.49,0.4018,0.2511,LOW_RESOLUTION,67
25,1601939691342,AAHfjmk4AOWGex-cDVm7jdCt,BQ024-W1 / A830,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A830,approved,Y,1,https://sc04.alicdn.com/kf/S069f1b946bc14378823f2d1c37ff60a7O.jpg,320,320,0.82,0.545,0.4469,0.2598,LOW_RESOLUTION,67
26,1601939733108,AAHzjmk4AOWGex-cDVm7in2X,BQ025-O1 / A1689,Custom Logo Low Cut Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A1689,approved,Y,1,https://sc04.alicdn.com/kf/S6c1ef6a677da4cc883e5182ed885ddd1g.jpg,320,320,0.8225,0.5075,0.4174,0.2577,LOW_RESOLUTION,78
27,1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,BQ024-O1 / A830,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,approved,Y,1,https://sc04.alicdn.com/kf/Scfa157bac33a4e7d87e101f68cb9980fT.jpg,320,320,0.7475,0.6825,0.5102,0.3064,LOW_RESOLUTION,92
28,1601939684371,AAGNjmk4AOWGex-cDVm7jbvw,BQ024-R1 / A830,Knit Slip-On Walking Shoes Casual Shoes for Men's Travel Commuting and Daily Wear Model A830,approved,Y,1,https://sc04.alicdn.com/kf/S3a95773eaf464274826845f8cd5cb5e9H.jpg,320,320,0.8175,0.4175,0.3413,0.2206,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,70
29,1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,BQ023-W1 / A505,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,approved,Y,1,https://sc04.alicdn.com/kf/Sedc185225b0f4b36bb1bd40e86740a6d1.jpg,320,320,0.6125,0.6775,0.415,0.1979,LOW_RESOLUTION,94
30,1601939616754,AAGmjmk4AOWGex-cDVm7jLQR,BQ023-R1 / A505,Knit Low Cut Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A505,approved,Y,1,https://sc04.alicdn.com/kf/S671a02e2bd004a4f9f7862c4f982aa49p.jpg,320,320,0.6225,0.68,0.4233,0.218,LOW_RESOLUTION,89
31,1601939641581,AAEDjmk4AOWGex-cDVm7jRMO,BQ022-W1 / A2208,Wholesale Striped Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A2208,approved,Y,1,https://sc04.alicdn.com/kf/S3db4ff8e009a49dcb1054935819569fc7.jpg,320,320,0.82,0.52,0.4264,0.2558,LOW_RESOLUTION,54
32,1601939752005,AAHIjmk4AOWGex-cDVm7isOm,BQ023-O1 / A505,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,approved,Y,1,https://sc04.alicdn.com/kf/S1ad01bc894a744f78911c7a322142f38P.jpg,320,320,0.8225,0.54,0.4441,0.2761,LOW_RESOLUTION,75
33,1601939659468,AAFujmk4AOWGex-cDVm7jV0v,BQ022-R1 / A2208,Striped Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A2208,approved,Y,1,https://sc04.alicdn.com/kf/S9a355075b7394c388055160064b81400D.jpg,320,320,0.815,0.53,0.432,0.2299,LOW_RESOLUTION,68
34,1601939709218,AAG6jmk4AOWGex-cDVm7ihrB,BQ022-O1 / A2208,Custom Logo Striped Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A2208,approved,Y,1,https://sc04.alicdn.com/kf/Sd2b99745808649b7a6bbddbb6227cd79C.jpg,320,320,0.8225,0.475,0.3907,0.2157,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,60
35,1601939606858,AAGUjmk4AOWGex-cDVm7jIqp,BQ021-W1 / K6212,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model K6212,approved,Y,1,https://sc04.alicdn.com/kf/S0c1b1a7fa25b461aa45d605e33a56b5as.jpg,320,320,0.8175,0.27,0.2207,0.146,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,52
36,1601939709217,AAG7jmk4AOWGex-cDVm7ihrC,BQ021-R1 / K6212,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model K6212,approved,Y,1,https://sc04.alicdn.com/kf/S1b1d123a73af43fbb33a83a5948b85a04.jpg,320,320,0.8075,0.375,0.3028,0.0949,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,68
37,1601939712249,AAEojmk4AOWGex-cDVm7ii8a,BQ020-W1 / A218,Wholesale Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes Factory Supply Model A218,approved,Y,1,https://sc04.alicdn.com/kf/Sde323a67361d47c28698ea42429edaacu.jpg,320,320,0.82,0.415,0.3403,0.221,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,66
38,1601939739115,AAH9jmk4AOWGex-cDVm7ipYI,BQ021-O1 / K6212,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model K6212,approved,Y,1,https://sc04.alicdn.com/kf/S5399a71fc15d4f00b505cd42804a395fK.jpg,320,320,0.8225,0.49,0.403,0.2891,LOW_RESOLUTION,81
39,1601939590957,AAH3jmk4AOWGex-cDVm7jEjO,BQ020-R1 / A218,Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes for Daily Walking and Casual Wear Model A218,approved,Y,1,https://sc04.alicdn.com/kf/S1c5a19b3e65b4d358f9b1ba31ef18dacX.jpg,320,320,0.7925,0.68,0.5389,0.3647,LOW_RESOLUTION,86
40,1601939625613,AAEgjmk4AOWGex-cDVm7jNFu,BQ020-O1 / A218,Custom Logo Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes OEM ODM Private Label Footwear Supplier Model A218,approved,Y,1,https://sc04.alicdn.com/kf/S364bf228a15240c4b8ed6aedca2fd224r.jpg,320,320,0.8225,0.4225,0.3475,0.2489,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,68
41,1601939616747,AAGdjmk4AOWGex-cDVm7jLQI,BQ019-W1 / A206,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A206,approved,Y,1,https://sc04.alicdn.com/kf/S7f7fa9a7f69d4e79821c3a5bafdfa6184.jpg,320,320,0.82,0.48,0.3936,0.2583,LOW_RESOLUTION,73
42,1601939602873,AAE1jmk4AOWGex-cDVm7jHpa,BQ019-R1 / A206,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A206,approved,Y,1,https://sc04.alicdn.com/kf/S5daa5d00ce174bc9bd261edccb2d16b37.jpg,320,320,0.8225,0.4675,0.3845,0.215,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,65
43,1601939726170,AAHwjmk4AOWGex-cDVm7ili5,BQ018-W1 / A116,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A116,approved,Y,1,https://sc04.alicdn.com/kf/Sae47c4c83bd44db69c4a7279ce613ea4S.jpg,320,320,0.82,0.4675,0.3834,0.2211,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,56
44,1601939695286,AAEYjmk4AOWGex-cDVm7jeFV,BQ019-O1 / A206,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A206,approved,Y,1,https://sc04.alicdn.com/kf/S035a4ca94a1440b4855c6e4d452c8eb9z.jpg,320,320,0.815,0.4825,0.3932,0.2326,LOW_RESOLUTION,63
45,1601939641542,AAEajmk4AOWGex-cDVm7jRMl,BQ018-R1 / A116,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A116,approved,Y,1,https://sc04.alicdn.com/kf/Scd9353a841b843208f547604bd47f1cdY.jpg,320,320,0.8225,0.47,0.3866,0.2147,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,69
46,1601939589890,AAEOjmk4AOWGex-cDVm7jEzh,BQ018-O1 / A116,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A116,approved,Y,1,https://sc04.alicdn.com/kf/Sd7b5ef6db3b249f7bac759148c671b6aD.jpg,320,320,0.8225,0.5325,0.438,0.2772,LOW_RESOLUTION,61
47,1601939636508,AAHnjmk4AOWGex-cDVm7jQb_,BQ017-W1 / A008,Wholesale Quilted Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A008,approved,Y,1,https://sc04.alicdn.com/kf/S46105e85780549208c296f8a41859586r.jpg,320,320,0.82,0.3275,0.2686,0.1598,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,49
48,1601939697271,AAHfjmk4AOWGex-cDVm7jemU,BQ017-R1 / A008,Quilted Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A008,approved,Y,1,https://sc04.alicdn.com/kf/S03064ecfca18417aa9f73cb5aebe3752K.jpg,320,320,0.82,0.4025,0.3301,0.2186,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,69
49,1601939593839,AAHKjmk4AOWGex-cDVm7jF2M,BQ017-O1 / A008,Custom Logo Quilted Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A008,approved,Y,1,https://sc04.alicdn.com/kf/Sa7303f1e50754f41afe7f8c8892a8cf2m.jpg,320,320,0.8225,0.505,0.4154,0.25,LOW_RESOLUTION,62
50,1601939608691,AAGEjmk4AOWGex-cDVm7jJOQ,BQ016-W1 / 201,Wholesale Girls' Knit Slip-On Walking Shoes Casual School Shoes Factory Supply Model 201,approved,Y,1,https://sc04.alicdn.com/kf/Sdae85958c043452b9fd9294eaa3754b46.jpg,320,320,0.82,0.65,0.533,0.3151,LOW_RESOLUTION,92
51,1601939633580,AAEijmk4AOWGex-cDVm7jPJP,BQ016-O1 / 201,Custom Logo Girls' Knit Slip-On Walking Shoes Casual School Shoes OEM ODM Private Label Footwear Supplier Model 201,approved,Y,1,https://sc04.alicdn.com/kf/Sff4edadfd2594cefa0beab6f68ce1b86B.jpg,320,320,0.8225,0.6575,0.5408,0.3069,LOW_RESOLUTION,80
52,1601939691301,AAH4jmk4AOWGex-cDVm7jdDG,BQ016-R1 / 201,Girls' Knit Slip-On Walking Shoes Casual School Shoes for Girls School and Daily Walking Model 201,approved,Y,1,https://sc04.alicdn.com/kf/Sb6ec50fb969944ca8ed9a2b3ac36eedbl.jpg,320,320,0.82,0.315,0.2583,0.1865,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,66
53,1601939747001,AAHwjmk4AOWGex-cDVm7irda,BQ015-R1 / R1811,Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail for Autumn Winter Walking and Casual Wear Model R1811,approved,Y,1,https://sc04.alicdn.com/kf/S54cef79e68514417b1772f21059bbd87J.jpg,320,320,0.8225,0.3925,0.3228,0.2124,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,75
54,1601939743040,AAGojmk4AOWGex-cDVm7iqaj,BQ015-W1 / R1811,Wholesale Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail Factory Supply Model R1811,approved,Y,1,https://sc04.alicdn.com/kf/S4395f9b510a04947a73a07d5788f12d1d.jpg,320,320,0.8175,0.395,0.3229,0.2165,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,59
55,1601939683302,AAGXjmk4AOWGex-cDVm7jbAF,BQ015-O1 / R1811,Custom Logo Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail OEM ODM Private Label Model R1811,approved,Y,1,https://sc04.alicdn.com/kf/Se54a85c939df44acaaa02e1707a7cd8es.jpg,320,320,0.82,0.41,0.3362,0.2149,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,59
56,1601939669411,AAEojmk4AOWGex-cDVm7jYZA,BQ014-W1 / A507,Wholesale Knit Slip-On Walking Shoes Casual Sneakers Factory Supply Model A507,approved,Y,1,https://sc04.alicdn.com/kf/S1a816e4603434ca9af721c86860bd4a2B.jpg,320,320,0.82,0.47,0.3854,0.2466,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,57
57,1601939658415,AAF_jmk4AOWGex-cDVm7jVFM,BQ014-R1 / A507,Knit Slip-On Walking Shoes Casual Sneakers for Travel Commuting and Daily Wear Model A507,approved,Y,1,https://sc04.alicdn.com/kf/S77e0dfcf3eda4fb293e809cce6b4ae40I.jpg,320,320,0.8225,0.3525,0.2899,0.1656,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,78
58,1601939608686,AAGBjmk4AOWGex-cDVm7jJON,BQ014-O1 / A507,Custom Logo Knit Slip-On Walking Shoes Casual Sneakers OEM ODM Private Label Footwear Supplier Model A507,approved,Y,1,https://sc04.alicdn.com/kf/S31622e44effa48d59a08c5e82f30b487W.jpg,320,320,0.8175,0.415,0.3393,0.2133,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,57
59,1601939638522,AAEKjmk4AOWGex-cDVm7jQ8Z,BQ013-R1 / T55836,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model T55836,approved,Y,1,https://sc04.alicdn.com/kf/Sfad0738693904e44820340239db81f2bH.jpg,320,320,0.82,0.3725,0.3054,0.1806,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,73
60,1601939619687,AAGdjmk4AOWGex-cDVm7jLiE,BQ013-W1 / T55836,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model T55836,approved,Y,1,https://sc04.alicdn.com/kf/S22f063e5991746d18ced08852f59cb4a3.jpg,320,320,0.82,0.3725,0.3054,0.1855,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,72
61,1601939736061,AAH_jmk4AOWGex-cDVm7ioIe,BQ013-O1 / T55836,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T55836,approved,Y,1,https://sc04.alicdn.com/kf/S5848d0a0683645eb8008c65937ee596dr.jpg,320,320,0.6825,0.6825,0.4658,0.2105,LOW_RESOLUTION,70
62,1601939650458,AAELjmk4AOWGex-cDVm7jTB5,BQ012-W1 / M8506,Wholesale Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail Factory Supply Model M8506,approved,Y,1,https://sc04.alicdn.com/kf/S4d7caa4cf0ce44d2870e1f8d3c9ae332o.jpg,320,320,0.82,0.455,0.3731,0.2486,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,78
63,1601939681367,AAHNjmk4AOWGex-cDVm7jbe0,BQ012-R1 / M8506,Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail for Men's Daily Walking and Casual Wear Model M8506,approved,Y,1,https://sc04.alicdn.com/kf/Sdf5e56347dd14f9cab65d691fe621560m.jpg,320,320,0.82,0.4225,0.3464,0.2177,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,66
64,1601939606805,AAHhjmk4AOWGex-cDVm7jIr2,BQ012-O1 / M8506,Custom Logo Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail OEM ODM Private Label Footwear Supplier Model M8506,approved,Y,1,https://sc04.alicdn.com/kf/S337ff4e9602046198dd2ad7ae3895920H.jpg,320,320,0.8225,0.675,0.5552,0.3586,LOW_RESOLUTION,86
65,1601939634522,AAGYjmk4AOWGex-cDVm7jP65,BQ011-W1 / A002,Wholesale Men's Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A002,approved,Y,1,https://sc04.alicdn.com/kf/S149e16e176ee4847baf262d3be98803fY.jpg,320,320,0.82,0.58,0.4756,0.2927,LOW_RESOLUTION,71
66,1601939666421,AAFqjmk4AOWGex-cDVm7jXIW,BQ011-R1 / A002,Men's Knit Slip-On Walking Shoes Casual Shoes for Commuting and Daily Walking Model A002,approved,Y,1,https://sc04.alicdn.com/kf/Sf3282f5b227244fb96df9c7314de50c1s.jpg,320,320,0.8225,0.645,0.5305,0.3562,LOW_RESOLUTION,84
67,1601939589876,AAFFjmk4AOWGex-cDVm7jE0X,BQ010-W1 / R1601,Wholesale Stretch Fabric Low Top Lace-Up Walking Shoes Toe Cap Lightweight Casual Sneakers Factory Supply Model R1601,approved,Y,1,https://sc04.alicdn.com/kf/Scacb8c3ff6544e6c83091ae58c43a868c.jpg,320,320,0.82,0.475,0.3895,0.2753,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,71
68,1601939606803,AAHbjmk4AOWGex-cDVm7jIrw,BQ011-O1 / A002,Custom Logo Men's Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A002,approved,Y,1,https://sc04.alicdn.com/kf/Se646338ed6e946e69df5b047def221cfy.jpg,320,320,0.8225,0.6275,0.5161,0.2961,LOW_RESOLUTION,80
69,1601939573998,AAH5jmk4AOWGex-cDVm7jAsN,BQ010-O1 / R1601,Custom Logo Stretch Fabric Low Top Lace-Up Walking Shoes Toe Cap Lightweight Casual Sneakers OEM ODM Private Label Model R1601,approved,Y,1,https://sc04.alicdn.com/kf/S1a45962f577843dd86c3c83957066da1o.jpg,320,320,0.8225,0.3825,0.3146,0.2144,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,41
70,1601939734070,AAEtjmk4AOWGex-cDVm7innV,BQ010-R1 / R1601,Stretch Fabric Low Top Lace-Up Walking Shoes Toe Cap Casual Sneakers for Daily Walking and Casual Streetwear Model R1601,approved,Y,1,https://sc04.alicdn.com/kf/Scdca3ff583db47b5aa2ca95935320413Q.jpg,320,320,0.82,0.2825,0.2316,0.1648,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,58
71,1601939661419,AAHPjmk4AOWGex-cDVm7jWWI,BQ009-R1 / L1026,Breathable Mesh Athletic Walking Shoes Thick Sole Casual Sneakers for Athletic Walking and Everyday Training Model L1026,approved,Y,1,https://sc04.alicdn.com/kf/S5d699a70ce1a4b3e9836b2d848e512f8Z.jpg,320,320,0.82,0.475,0.3895,0.2374,P0_LOW_HERO_OCCUPANCY|LOW_RESOLUTION,74
