code,variant,role,filename,source,staged
BQ001,R1,main_5,bq001r1m5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1131.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001r1m5.jpg
BQ001,R1,main_6,bq001r1m6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1132.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001r1m6.jpg
BQ001,O1,main_1,bq001o1m1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1134.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001o1m1.jpg
BQ001,O1,main_2,bq001o1m2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1135.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001o1m2.jpg
BQ001,O1,main_3,bq001o1m3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1136.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001o1m3.jpg
BQ001,O1,main_4,bq001o1m4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1137.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001o1m4.jpg
BQ001,O1,main_5,bq001o1m5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1138.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001o1m5.jpg
BQ001,O1,main_6,bq001o1m6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ001_5.13贝强1数据包\800X800主图\5M4A1133.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001o1m6.jpg
BQ001,shared,detail_1,bq001d1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\02_详情页\01_size.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001d1.jpg
BQ001,shared,detail_2,bq001d2.png,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\02_详情页\01_size_safe.png,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001d2.png
BQ001,shared,detail_3,bq001d3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\02_详情页\02_info.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001d3.jpg
BQ001,shared,detail_4,bq001d4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\02_详情页\03_upper.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001d4.jpg
BQ001,shared,detail_5,bq001d5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\02_详情页\04_sole.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001d5.jpg
BQ001,shared,detail_6,bq001d6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\02_详情页\05_colors.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001d6.jpg
BQ001,shared,sku_color_1,bq001c1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\03_颜色图\all_black.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001c1.jpg
BQ001,shared,sku_color_2,bq001c2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\03_颜色图\black_white.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001c2.jpg
BQ001,shared,sku_color_3,bq001c3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ001_数据包1\03_颜色图\white.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq001c3.jpg
BQ002,W1,main_1,bq002w1m1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1144.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002w1m1.jpg
BQ002,W1,main_2,bq002w1m2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1145.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002w1m2.jpg
BQ002,W1,main_3,bq002w1m3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1146.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002w1m3.jpg
BQ002,W1,main_4,bq002w1m4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1147.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002w1m4.jpg
BQ002,W1,main_5,bq002w1m5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1148.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002w1m5.jpg
BQ002,W1,main_6,bq002w1m6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1149.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002w1m6.jpg
BQ002,R1,main_1,bq002r1m1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1150.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002r1m1.jpg
BQ002,R1,main_2,bq002r1m2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1151.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002r1m2.jpg
BQ002,R1,main_3,bq002r1m3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1152.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002r1m3.jpg
BQ002,R1,main_4,bq002r1m4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1153.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002r1m4.jpg
BQ002,R1,main_5,bq002r1m5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1154.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002r1m5.jpg
BQ002,R1,main_6,bq002r1m6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1155.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002r1m6.jpg
BQ002,O1,main_1,bq002o1m1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1157.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002o1m1.jpg
BQ002,O1,main_2,bq002o1m2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1158.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002o1m2.jpg
BQ002,O1,main_3,bq002o1m3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1159.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002o1m3.jpg
BQ002,O1,main_4,bq002o1m4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1162.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002o1m4.jpg
BQ002,O1,main_5,bq002o1m5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1163.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002o1m5.jpg
BQ002,O1,main_6,bq002o1m6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ002_5.13贝强2数据包\800X800主图\5M4A1156.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002o1m6.jpg
BQ002,shared,detail_1,bq002d1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\02_详情页\01_size.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002d1.jpg
BQ002,shared,detail_2,bq002d2.png,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\02_详情页\01_size_safe.png,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002d2.png
BQ002,shared,detail_3,bq002d3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\02_详情页\02_info.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002d3.jpg
BQ002,shared,detail_4,bq002d4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\02_详情页\03_upper.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002d4.jpg
BQ002,shared,detail_5,bq002d5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\02_详情页\04_sole.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002d5.jpg
BQ002,shared,detail_6,bq002d6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\02_详情页\05_colors.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002d6.jpg
BQ002,shared,sku_color_1,bq002c1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\03_颜色图\grey_black.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002c1.jpg
BQ002,shared,sku_color_2,bq002c2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\03_颜色图\grey_khaki.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002c2.jpg
BQ002,shared,sku_color_3,bq002c3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\02_可发布素材\00_最终上传\BQ002_数据包2\03_颜色图\grey_white.jpg,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq002c3.jpg
BQ003,W1,main_1,bq003w1m1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4173.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003w1m1.jpg
BQ003,W1,main_2,bq003w1m2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4178.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003w1m2.jpg
BQ003,W1,main_3,bq003w1m3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4179.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003w1m3.jpg
BQ003,W1,main_4,bq003w1m4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4180.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003w1m4.jpg
BQ003,W1,main_5,bq003w1m5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4181.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003w1m5.jpg
BQ003,W1,main_6,bq003w1m6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4182.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003w1m6.jpg
BQ003,R1,main_1,bq003r1m1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4183.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003r1m1.jpg
BQ003,R1,main_2,bq003r1m2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4184.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003r1m2.jpg
BQ003,R1,main_3,bq003r1m3.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4185.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003r1m3.jpg
BQ003,R1,main_4,bq003r1m4.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4186.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003r1m4.jpg
BQ003,R1,main_5,bq003r1m5.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4187.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003r1m5.jpg
BQ003,R1,main_6,bq003r1m6.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4188.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003r1m6.jpg
BQ003,O1,main_1,bq003o1m1.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4189.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003o1m1.jpg
BQ003,O1,main_2,bq003o1m2.jpg,C:\Users\spq\Desktop\贝强\01_产品资产\01_原始数据包\已整理_BQ003_R1218_贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\贝强鞋业2026夏季R1218镂空包头板鞋35-45批55元\800X800主图\5M4A4190.JPG,C:\Users\spq\Desktop\贝强\02_Alibaba运营\05_扩品工程\多链接引流_2026-08-28\全量三链接_2026-08-28\待上传图片\批次01_BQ001-BQ005\01_上传文件\bq003o1m2.jpg
