product_id,model,title,image_no,url,status,reason,cache,metrics
1601939607770,,High Top Knit Slip-On Walking Shoes for Autumn Winter Casual Walking Model A025,1,https://sc04.alicdn.com/kf/S2493e32677334553bc9c0356f9379316i.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\cf522be3eb9ce5d34729957a966f25d13dd52d2f.jpg,border_var=11.0;occupancy=0.53;edge_chroma=0.00;edge_dark=0.01
1601939749045,,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,1,https://sc04.alicdn.com/kf/S716722739cef479e8c693350a381d7fa9.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\444f24dc6f6e915b55047d052b7117a99626e836.jpg,border_var=5.0;occupancy=0.46;edge_chroma=0.00;edge_dark=0.03
1601939721228,,Custom Logo High Top Knit Slip-On Walking Shoes OEM ODM Private Label Footwear Supplier Model A025,1,https://sc04.alicdn.com/kf/Sf364c6fd585d4c00bad63b289a856b6fI.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\68001f87ba7d5a301993c415ca8e25c7bd1dc2cf.jpg,border_var=11.7;occupancy=0.53;edge_chroma=0.00;edge_dark=0.02
1601939720204,,Wholesale Knit Slip-On Biscuit Sole Casual Walking Shoes Factory Supply Model BISCUIT,1,https://sc04.alicdn.com/kf/S9b94962d041f4cf6b9b6a9ad6b38e29dv.jpg,REVIEW,主体占画布偏小(0.31)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\737324ddc1c096180f4de3c42e92858a1c1f56cf.jpg,border_var=5.0;occupancy=0.31;edge_chroma=0.00;edge_dark=0.00
1601939625627,,Knit Slip-On Biscuit Sole Casual Walking Shoes for Travel Commuting and Daily Wear Model BISCUIT,1,https://sc04.alicdn.com/kf/Sa7c186853aed4728b7ad2149661fb385S.jpg,REVIEW,主体占画布偏小(0.31)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\1566244537649e4ab18efd7fb614df9df0f168db.jpg,border_var=11.0;occupancy=0.31;edge_chroma=0.00;edge_dark=0.00
1601939705262,,Custom Logo Knit Slip-On Biscuit Sole Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model BISCUIT,1,https://sc04.alicdn.com/kf/Sd501a97c981c4167b95809e5cf01fe101.jpg,REVIEW,"边框背景变化大(136.5)，疑似拼图/条纹/复杂背景；边缘存在强色/深色图形(chroma=0.00,dark=0.48)，疑似非纯净商品主图",C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\bfba9440740ab0560699c3bf8200fc51957c7897.jpg,border_var=136.5;occupancy=1.00;edge_chroma=0.00;edge_dark=0.48
1601939616762,,Wholesale Knit Lace Detail Casual Walking Shoes Factory Supply Model K6116,1,https://sc04.alicdn.com/kf/Sd22844ef0e374cd998061ead5e5163422.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\f508f5a646453622f3222c0c7ecdf0695187a0ba.jpg,border_var=5.0;occupancy=0.37;edge_chroma=0.00;edge_dark=0.00
1601939692338,,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,1,https://sc04.alicdn.com/kf/Sdf81094251c045669db57fc61d6a98afN.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\7b3771f6a2bb9797843beb7dc32cb543ba690b75.jpg,border_var=11.0;occupancy=0.44;edge_chroma=0.00;edge_dark=0.00
1601939703288,,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,1,https://sc04.alicdn.com/kf/Sd833363272e24b12b30dfbc7794cf8ddl.jpg,REVIEW,主体占画布偏小(0.26)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\0814387d66b830302ffeffad7917302a7c85a0dd.jpg,border_var=0.0;occupancy=0.26;edge_chroma=0.00;edge_dark=0.00
1601939745065,,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,1,https://sc04.alicdn.com/kf/S4f64323e6de545299bf20d9e537afa747.jpg,REVIEW,主体占画布偏小(0.31)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\f9d5aa5f9001dd9c35496a02beaa6127564157b1.jpg,border_var=5.0;occupancy=0.31;edge_chroma=0.00;edge_dark=0.02
1601939714238,,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,1,https://sc04.alicdn.com/kf/S867c7d41008a41e2b61f6f0ab6e9051aa.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\ab1241d81b0b2a2e437383ddb522841a4ac095a4.jpg,border_var=11.7;occupancy=0.51;edge_chroma=0.01;edge_dark=0.00
1601939725201,,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,1,https://sc04.alicdn.com/kf/S547b4f21e59148438a7b091f0f01ab65R.jpg,REVIEW,主体占画布偏小(0.34)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\8f4f185c9f14f2b9ee269224845884b19f97c78c.jpg,border_var=11.0;occupancy=0.34;edge_chroma=0.02;edge_dark=0.00
1601939751016,,Low Cut Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A1689,1,https://sc04.alicdn.com/kf/Sffa40a1ec6e6404cb4235ffb9ff680bfv.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\27aa76a8c5bd293147acacd2fbd0698773854e27.jpg,border_var=11.0;occupancy=0.42;edge_chroma=0.00;edge_dark=0.02
1601939612707,,Wholesale Low Cut Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A1689,1,https://sc04.alicdn.com/kf/S69750b7444834cdab69f069c411d2280d.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\c725f982d7af3202b8560d2f356724c799cd35e6.jpg,border_var=5.0;occupancy=0.40;edge_chroma=0.00;edge_dark=0.00
1601939691342,,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A830,1,https://sc04.alicdn.com/kf/S069f1b946bc14378823f2d1c37ff60a7O.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\816def98f7e32d82d79312b5fa56618da3a074fa.jpg,border_var=5.0;occupancy=0.45;edge_chroma=0.00;edge_dark=0.03
1601939733108,,Custom Logo Low Cut Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A1689,1,https://sc04.alicdn.com/kf/S6c1ef6a677da4cc883e5182ed885ddd1g.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\42c4495672d88a7516ffe614ff77e1f3d9d93fa8.jpg,border_var=11.7;occupancy=0.42;edge_chroma=0.00;edge_dark=0.03
1601939691340,,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,1,https://sc04.alicdn.com/kf/S66c14dcbc3b848c9946dfc7e3d2b870bE.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\e65f76d8004e94ca7b824f2f185db771bb16a103.jpg,border_var=0.0;occupancy=0.44;edge_chroma=0.00;edge_dark=0.03
1601939684371,,Knit Slip-On Walking Shoes Casual Shoes for Men's Travel Commuting and Daily Wear Model A830,1,https://sc04.alicdn.com/kf/S3a95773eaf464274826845f8cd5cb5e9H.jpg,REVIEW,主体占画布偏小(0.35)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\d8638958442275c419aeda1b526ac9ac5b381f93.jpg,border_var=11.0;occupancy=0.35;edge_chroma=0.01;edge_dark=0.01
1601939722180,,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,1,https://sc04.alicdn.com/kf/S9d5a26f942c4424b92575d1d1de95645H.jpg,REVIEW,主体占画布偏小(0.30)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\82b104854292e2a8a59672177c276bc8830a5f0a.jpg,border_var=0.0;occupancy=0.30;edge_chroma=0.00;edge_dark=0.00
1601939616754,,Knit Low Cut Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A505,1,https://sc04.alicdn.com/kf/S671a02e2bd004a4f9f7862c4f982aa49p.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\09e25933ed2037de67da4652671882f8e5fde5e0.jpg,border_var=11.0;occupancy=0.42;edge_chroma=0.00;edge_dark=0.00
1601939641581,,Wholesale Striped Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A2208,1,https://sc04.alicdn.com/kf/S3db4ff8e009a49dcb1054935819569fc7.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\95c8bfb8bb3056280f89210994e1b1abb339ce96.jpg,border_var=5.0;occupancy=0.43;edge_chroma=0.00;edge_dark=0.00
1601939752005,,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,1,https://sc04.alicdn.com/kf/Sa5cf5d5ec80b495c91f852062f178df5p.jpg,REVIEW,主体占画布偏小(0.29)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\672503cec07a33f4541714fc1935850fb9bf83dd.jpg,border_var=0.0;occupancy=0.29;edge_chroma=0.00;edge_dark=0.00
1601939659468,,Striped Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A2208,1,https://sc04.alicdn.com/kf/S9a355075b7394c388055160064b81400D.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\7fefe927fea8036e53b1c841afde548f000e7706.jpg,border_var=11.0;occupancy=0.43;edge_chroma=0.00;edge_dark=0.00
1601939709218,,Custom Logo Striped Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A2208,1,https://sc04.alicdn.com/kf/Sd2b99745808649b7a6bbddbb6227cd79C.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\67cdbf49724363806e496f0439ebc89a8a528635.jpg,border_var=11.7;occupancy=0.39;edge_chroma=0.00;edge_dark=0.03
1601939606858,,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model K6212,1,https://sc04.alicdn.com/kf/S2f8de665c58d43b29eaf3c351cf76820m.jpg,REVIEW,主体占画布偏小(0.26)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\085674fc3b10a9c79e536c671e3003337975aa1e.jpg,border_var=0.0;occupancy=0.26;edge_chroma=0.00;edge_dark=0.00
1601939709217,,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model K6212,1,https://sc04.alicdn.com/kf/S1b1d123a73af43fbb33a83a5948b85a04.jpg,REVIEW,主体占画布偏小(0.30)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\55829a7d3170439ddcb77811989bdee87ace2c31.jpg,border_var=11.0;occupancy=0.30;edge_chroma=0.00;edge_dark=0.00
1601939712249,,Wholesale Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes Factory Supply Model A218,1,https://sc04.alicdn.com/kf/Sde323a67361d47c28698ea42429edaacu.jpg,REVIEW,主体占画布偏小(0.34)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\e27f4d4062db0a689c6bbeb72b27a015cd1fe616.jpg,border_var=5.0;occupancy=0.34;edge_chroma=0.00;edge_dark=0.00
1601939739115,,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model K6212,1,https://sc04.alicdn.com/kf/S5399a71fc15d4f00b505cd42804a395fK.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\4d4bc76e6e9807ab049278239d51d6abb26864b2.jpg,border_var=11.7;occupancy=0.40;edge_chroma=0.00;edge_dark=0.04
1601939590957,,Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes for Daily Walking and Casual Wear Model A218,1,https://sc04.alicdn.com/kf/H724226d7ea9241cca96e8bdba02a31eby.jpg,REVIEW,主体占画布偏小(0.32)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\5e28b69265b6f74a667f18e58a6f60363419425d.jpg,border_var=0.0;occupancy=0.32;edge_chroma=0.00;edge_dark=0.00
1601939625613,,Custom Logo Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes OEM ODM Private Label Footwear Supplier Model A218,1,https://sc04.alicdn.com/kf/S364bf228a15240c4b8ed6aedca2fd224r.jpg,REVIEW,主体占画布偏小(0.35)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\36203676fc044dcd99d9252fe15038f6b08cb3b9.jpg,border_var=11.7;occupancy=0.35;edge_chroma=0.00;edge_dark=0.03
1601939616747,,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A206,1,https://sc04.alicdn.com/kf/S7f7fa9a7f69d4e79821c3a5bafdfa6184.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\2120a415561275c3cf994dffdbc35a88d2b7956a.jpg,border_var=5.0;occupancy=0.39;edge_chroma=0.00;edge_dark=0.00
1601939602873,,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A206,1,https://sc04.alicdn.com/kf/S5daa5d00ce174bc9bd261edccb2d16b37.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\bef22cad2358bd230412c89f29d3a65c639ff96b.jpg,border_var=11.0;occupancy=0.39;edge_chroma=0.00;edge_dark=0.02
1601939726170,,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A116,1,https://sc04.alicdn.com/kf/Sae47c4c83bd44db69c4a7279ce613ea4S.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\87d32bb9d78da203617e0a04e342041f69d93c82.jpg,border_var=5.0;occupancy=0.38;edge_chroma=0.00;edge_dark=0.00
1601939695286,,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A206,1,https://sc04.alicdn.com/kf/S035a4ca94a1440b4855c6e4d452c8eb9z.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\b3c052e2436182b514ab38bc4e0e43e7c6a5fbaa.jpg,border_var=11.7;occupancy=0.40;edge_chroma=0.00;edge_dark=0.00
1601939641542,,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A116,1,https://sc04.alicdn.com/kf/Scd9353a841b843208f547604bd47f1cdY.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\3517547500c616bba26b7b25e14b06808a791a90.jpg,border_var=11.0;occupancy=0.39;edge_chroma=0.00;edge_dark=0.02
1601939589890,,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A116,1,https://sc04.alicdn.com/kf/Sd7b5ef6db3b249f7bac759148c671b6aD.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\6836d48a6cdff0de8fd44122948384f10581c741.jpg,border_var=11.7;occupancy=0.44;edge_chroma=0.00;edge_dark=0.00
1601939636508,,Wholesale Quilted Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A008,1,https://sc04.alicdn.com/kf/S46105e85780549208c296f8a41859586r.jpg,REVIEW,主体占画布偏小(0.27)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\624818f9cf7c738e04c40c4e0cbd71a7999ab511.jpg,border_var=5.0;occupancy=0.27;edge_chroma=0.00;edge_dark=0.02
1601939697271,,Quilted Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A008,1,https://sc04.alicdn.com/kf/S03064ecfca18417aa9f73cb5aebe3752K.jpg,REVIEW,主体占画布偏小(0.33)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\5fee49fb28166f08bedbe0a08bd8ac21201fb37a.jpg,border_var=11.0;occupancy=0.33;edge_chroma=0.00;edge_dark=0.01
1601939593839,,Custom Logo Quilted Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A008,1,https://sc04.alicdn.com/kf/Sa7303f1e50754f41afe7f8c8892a8cf2m.jpg,PASS_HEURISTIC,,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\bcb06aa50795dafef69b6d69fcff5a61bd4864eb.jpg,border_var=11.7;occupancy=0.42;edge_chroma=0.00;edge_dark=0.04
1601939608691,,Wholesale Girls' Knit Slip-On Walking Shoes Casual School Shoes Factory Supply Model 201,1,https://sc04.alicdn.com/kf/Hbf577e5357ae43abb9590d1514fec407k.jpg,REVIEW,主体占画布偏小(0.35)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\24c2de9d83643dd35347a2c25c10fa1c33fcc315.jpg,border_var=0.0;occupancy=0.35;edge_chroma=0.00;edge_dark=0.00
1601939633580,,Custom Logo Girls' Knit Slip-On Walking Shoes Casual School Shoes OEM ODM Private Label Footwear Supplier Model 201,1,https://sc04.alicdn.com/kf/S398f9e5e19e149da9dd5c01533ee8a39t.jpg,REVIEW,主体占画布偏小(0.32)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\aa3b77bbcfdd0259a47c5f303a5cee4fe4443737.jpg,border_var=0.0;occupancy=0.32;edge_chroma=0.00;edge_dark=0.00
1601939691301,,Girls' Knit Slip-On Walking Shoes Casual School Shoes for Girls School and Daily Walking Model 201,1,https://sc04.alicdn.com/kf/Sb6ec50fb969944ca8ed9a2b3ac36eedbl.jpg,REVIEW,主体占画布偏小(0.26)，需人工确认点击辨识度,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\主图视觉二次筛查_2026-09-04\cache\ad5b42bfd0397a259a1a308dac843459668ea20b.jpg,border_var=11.0;occupancy=0.26;edge_chroma=0.00;edge_dark=0.02
