product_index,product_id,encrypted_product_id,model,title,status,display,image_position,url,width,height,occupancy_width,occupancy_height,occupancy_box_area,occupancy_ink,risk,reference_distance
3,10000047166193,AAEqjmk4AOWGexecDTURxFUS,BQ042 / 206,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 OEM ODM,approved,Y,1,https://sc04.alicdn.com/kf/S1d4045fb93b246a79c460fc5a674430dK.png,320,320,0.8,0.4875,0.39,0.2472,,
3,10000047166193,AAEqjmk4AOWGexecDTURxFUS,BQ042 / 206,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 OEM ODM,approved,Y,2,https://sc04.alicdn.com/kf/Hc8803ccf4bbe497eb82ef45f27c9f03ct.jpg,320,320,0.955,0.6975,0.6661,0.6447,,
3,10000047166193,AAEqjmk4AOWGexecDTURxFUS,BQ042 / 206,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 OEM ODM,approved,Y,3,https://sc04.alicdn.com/kf/H0c126e03af2847b68f596b817ccc6eb0h.jpg,320,320,0.5175,0.89,0.4606,0.3991,,
3,10000047166193,AAEqjmk4AOWGexecDTURxFUS,BQ042 / 206,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 OEM ODM,approved,Y,4,https://sc04.alicdn.com/kf/H1e8182e6b7d34290af91bbce9661d3d5H.jpg,320,320,0.8025,0.8175,0.656,0.6502,,
3,10000047166193,AAEqjmk4AOWGexecDTURxFUS,BQ042 / 206,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 OEM ODM,approved,Y,5,https://sc04.alicdn.com/kf/H5be9184b5a9c4139879f95ef11872ae9G.jpg,320,320,0.9,0.9175,0.8257,0.2296,,
3,10000047166193,AAEqjmk4AOWGexecDTURxFUS,BQ042 / 206,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 OEM ODM,approved,Y,6,https://sc04.alicdn.com/kf/H945cf36c17854e6183274452525b010fo.jpg,320,320,0.47,0.915,0.43,0.3774,,
4,10000044007878,AAFejmk4AOWGexecDTURlCYl,BQ-018,2026 New Breathable Mesh Knit Walking Shoes Elastic Lace Chunky Cloud Sole Lavender Sneakers OEM ODM Spring Autumn,modified,N,1,https://sc04.alicdn.com/kf/H3641b7a6147642b4bdace76424a74317t.jpg,320,320,0.86,0.515,0.4429,0.2735,,
4,10000044007878,AAFejmk4AOWGexecDTURlCYl,BQ-018,2026 New Breathable Mesh Knit Walking Shoes Elastic Lace Chunky Cloud Sole Lavender Sneakers OEM ODM Spring Autumn,modified,N,2,https://sc04.alicdn.com/kf/H21239b498dc549f9af89d00463585275V.jpg,320,320,0.86,0.8425,0.7246,0.2995,,
4,10000044007878,AAFejmk4AOWGexecDTURlCYl,BQ-018,2026 New Breathable Mesh Knit Walking Shoes Elastic Lace Chunky Cloud Sole Lavender Sneakers OEM ODM Spring Autumn,modified,N,3,https://sc04.alicdn.com/kf/H91230653b8a84747900b55f31233eb5eH.jpg,320,320,0.71,0.8425,0.5982,0.1273,,
4,10000044007878,AAFejmk4AOWGexecDTURlCYl,BQ-018,2026 New Breathable Mesh Knit Walking Shoes Elastic Lace Chunky Cloud Sole Lavender Sneakers OEM ODM Spring Autumn,modified,N,4,https://sc04.alicdn.com/kf/H14b9fc284ad54c9e84a138df697091d1q.jpg,320,320,0.875,0.8425,0.7372,0.3021,,
4,10000044007878,AAFejmk4AOWGexecDTURlCYl,BQ-018,2026 New Breathable Mesh Knit Walking Shoes Elastic Lace Chunky Cloud Sole Lavender Sneakers OEM ODM Spring Autumn,modified,N,5,https://sc04.alicdn.com/kf/H58eb2465434048238821d59f46cb9305W.jpg,320,320,0.7475,0.8425,0.6298,0.0771,,
4,10000044007878,AAFejmk4AOWGexecDTURlCYl,BQ-018,2026 New Breathable Mesh Knit Walking Shoes Elastic Lace Chunky Cloud Sole Lavender Sneakers OEM ODM Spring Autumn,modified,N,6,https://sc04.alicdn.com/kf/Hd6125f9dee384559b8cc050c7e102cf8b.jpg,320,320,0.71,0.8425,0.5982,0.1104,,
5,1601924345456,AAG3jmk4AOWGex-cDVm6p6mT,BQ033 / T5503,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Spring Autumn Summer Sneakers for Men and Women,approved,Y,1,https://sc04.alicdn.com/kf/S445fb842ea014adfb95c010cab4c3114s.png,320,320,0.925,0.495,0.4579,0.2928,,
5,1601924345456,AAG3jmk4AOWGex-cDVm6p6mT,BQ033 / T5503,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Spring Autumn Summer Sneakers for Men and Women,approved,Y,2,https://sc04.alicdn.com/kf/Hb69d02d3478444248e8c4ceb921a8ca4y.jpg,320,320,0.7175,0.8375,0.6009,0.3103,,
5,1601924345456,AAG3jmk4AOWGex-cDVm6p6mT,BQ033 / T5503,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Spring Autumn Summer Sneakers for Men and Women,approved,Y,3,https://sc04.alicdn.com/kf/H2e2109ff4dc34df3bd11a8e194bb6ab4I.jpg,320,320,0.6,0.815,0.489,0.2527,,
5,1601924345456,AAG3jmk4AOWGex-cDVm6p6mT,BQ033 / T5503,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Spring Autumn Summer Sneakers for Men and Women,approved,Y,4,https://sc04.alicdn.com/kf/He9ed4afcaa3f4ab9831f207c58c8746fV.jpg,320,320,0.6375,0.7825,0.4988,0.2608,,
5,1601924345456,AAG3jmk4AOWGex-cDVm6p6mT,BQ033 / T5503,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Spring Autumn Summer Sneakers for Men and Women,approved,Y,5,https://sc04.alicdn.com/kf/H4f375938af93464c84dbf3bff3874030O.jpg,320,320,0.9,0.9175,0.8257,0.1474,,
5,1601924345456,AAG3jmk4AOWGex-cDVm6p6mT,BQ033 / T5503,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Spring Autumn Summer Sneakers for Men and Women,approved,Y,6,https://sc04.alicdn.com/kf/Hfee54e3ed896487d9772ffe0ce22e398n.jpg,320,320,0.6075,0.8125,0.4936,0.25,,
6,1601939752005,AAHIjmk4AOWGex-cDVm7isOm,BQ023-O1 / A505,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,approved,Y,1,https://sc04.alicdn.com/kf/Sa5cf5d5ec80b495c91f852062f178df5p.jpg,320,320,0.715,0.41,0.2932,0.1875,P0_LOW_HERO_OCCUPANCY,
6,1601939752005,AAHIjmk4AOWGex-cDVm7isOm,BQ023-O1 / A505,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,approved,Y,2,https://sc04.alicdn.com/kf/S71f0033dca564ab19439dd5f900a22cfF.jpg,320,320,0.7625,0.4425,0.3374,0.2172,,
6,1601939752005,AAHIjmk4AOWGex-cDVm7isOm,BQ023-O1 / A505,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,approved,Y,3,https://sc04.alicdn.com/kf/Sac64cfd166db4f52a55daddbeacd3fbcF.jpg,320,320,0.6025,0.6725,0.4052,0.1934,,
6,1601939752005,AAHIjmk4AOWGex-cDVm7isOm,BQ023-O1 / A505,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,approved,Y,4,https://sc04.alicdn.com/kf/S8e02e8a1bd2f47eb94d4c2d4dd7cd2dbg.jpg,320,320,0.735,0.45,0.3307,0.2221,,
6,1601939752005,AAHIjmk4AOWGex-cDVm7isOm,BQ023-O1 / A505,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,approved,Y,5,https://sc04.alicdn.com/kf/S4471cfac5da247d79d09a1934cbb9121H.jpg,320,320,0.6225,0.68,0.4233,0.2193,,
6,1601939752005,AAHIjmk4AOWGex-cDVm7isOm,BQ023-O1 / A505,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,approved,Y,6,https://sc04.alicdn.com/kf/S694da9b029dc451c93a7d3964434b94aR.jpg,320,320,0.75,0.38,0.285,0.1869,,
7,1601939736061,AAH_jmk4AOWGex-cDVm7ioIe,BQ013-O1 / T55836,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T55836,approved,Y,1,https://sc04.alicdn.com/kf/Se55a38db0443412a829fce9f98cea790n.png,320,320,0.99,0.48,0.4752,0.4139,,
7,1601939736061,AAH_jmk4AOWGex-cDVm7ioIe,BQ013-O1 / T55836,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T55836,approved,Y,2,https://sc04.alicdn.com/kf/S51bde0de43b84534b547acfddce95e33B.jpg,320,320,0.7625,0.2775,0.2116,0.1244,,
7,1601939736061,AAH_jmk4AOWGex-cDVm7ioIe,BQ013-O1 / T55836,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T55836,approved,Y,3,https://sc04.alicdn.com/kf/Sb4ca89d02eea41ffb28f328924bd9dbdz.jpg,320,320,0.7875,0.36,0.2835,0.1697,,
7,1601939736061,AAH_jmk4AOWGex-cDVm7ioIe,BQ013-O1 / T55836,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T55836,approved,Y,4,https://sc04.alicdn.com/kf/S7bfbe22bb86640669ff353c7b060831ao.jpg,320,320,0.7375,0.2875,0.212,0.1168,,
7,1601939736061,AAH_jmk4AOWGex-cDVm7ioIe,BQ013-O1 / T55836,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T55836,approved,Y,5,https://sc04.alicdn.com/kf/Se911b2b52eee40338b2367db286ea3e0g.jpg,320,320,0.7975,0.3675,0.2931,0.1728,,
7,1601939736061,AAH_jmk4AOWGex-cDVm7ioIe,BQ013-O1 / T55836,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T55836,approved,Y,6,https://sc04.alicdn.com/kf/Sdeb548242d2d450b90bf6e11e5226c1ff.jpg,320,320,0.7475,0.375,0.2803,0.1759,,
8,1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,BQ023-W1 / A505,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,approved,Y,1,https://sc04.alicdn.com/kf/S9d5a26f942c4424b92575d1d1de95645H.jpg,320,320,0.715,0.415,0.2967,0.1901,P0_LOW_HERO_OCCUPANCY,
8,1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,BQ023-W1 / A505,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,approved,Y,2,https://sc04.alicdn.com/kf/S861fe0024d3f4309984ca14fe67c629bP.jpg,320,320,0.76,0.4625,0.3515,0.2366,,
8,1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,BQ023-W1 / A505,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,approved,Y,3,https://sc04.alicdn.com/kf/S79c5be04db7246a08b46a849e20cd53ab.jpg,320,320,0.615,0.67,0.4121,0.2111,,
8,1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,BQ023-W1 / A505,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,approved,Y,4,https://sc04.alicdn.com/kf/Sab46b0a1ca0041d1b3933e58b1305270f.jpg,320,320,0.735,0.3725,0.2738,0.1824,,
8,1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,BQ023-W1 / A505,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,approved,Y,5,https://sc04.alicdn.com/kf/S48fb7bf129394e27b9a452f246ff70d37.jpg,320,320,0.8,0.525,0.42,0.2644,,
8,1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,BQ023-W1 / A505,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,approved,Y,6,https://sc04.alicdn.com/kf/Sbe503071b7424125846df0f6f630e4e3O.jpg,320,320,0.75,0.435,0.3262,0.2108,,
9,1601939703288,AAH8jmk4AOWGex-cDVm7igIb,BQ027-O1 / K6116,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,approved,Y,1,https://sc04.alicdn.com/kf/Sd833363272e24b12b30dfbc7794cf8ddl.jpg,320,320,0.685,0.375,0.2569,0.1531,P0_LOW_HERO_OCCUPANCY,
9,1601939703288,AAH8jmk4AOWGex-cDVm7igIb,BQ027-O1 / K6116,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,approved,Y,2,https://sc04.alicdn.com/kf/S70d9e0b3c14e4f4e8a681e94899f6090f.jpg,320,320,0.76,0.4675,0.3553,0.2051,,
9,1601939703288,AAH8jmk4AOWGex-cDVm7igIb,BQ027-O1 / K6116,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,approved,Y,3,https://sc04.alicdn.com/kf/Se5a55def37fa4fc2bca8be9c5afce459P.jpg,320,320,0.7725,0.445,0.3438,0.122,,
9,1601939703288,AAH8jmk4AOWGex-cDVm7igIb,BQ027-O1 / K6116,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,approved,Y,4,https://sc04.alicdn.com/kf/S68603f0694aa41368031477e7ab63017B.jpg,320,320,0.7375,0.4225,0.3116,0.2088,,
9,1601939703288,AAH8jmk4AOWGex-cDVm7igIb,BQ027-O1 / K6116,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,approved,Y,5,https://sc04.alicdn.com/kf/S0f2465ede4334b41bc50b41e0e4b2293j.jpg,320,320,0.79,0.5325,0.4207,0.2376,,
9,1601939703288,AAH8jmk4AOWGex-cDVm7igIb,BQ027-O1 / K6116,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,approved,Y,6,https://sc04.alicdn.com/kf/S05905dc2203d4a9fa329cd42fbb6c2ebs.jpg,320,320,0.7525,0.565,0.4252,0.31,,
10,1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,BQ024-O1 / A830,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,approved,Y,1,https://sc04.alicdn.com/kf/S66c14dcbc3b848c9946dfc7e3d2b870bE.jpg,320,320,0.8275,0.5325,0.4406,0.2462,,
10,1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,BQ024-O1 / A830,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,approved,Y,2,https://sc04.alicdn.com/kf/Sa10b848b889e4326a22bd10b55196d040.jpg,320,320,0.715,0.7225,0.5166,0.378,,
10,1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,BQ024-O1 / A830,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,approved,Y,3,https://sc04.alicdn.com/kf/Sff2b4e2016594977ac6234c8f8ae295dY.jpg,320,320,0.7925,0.5275,0.418,0.2431,,
10,1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,BQ024-O1 / A830,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,approved,Y,4,https://sc04.alicdn.com/kf/S46372abc319041318ecfea6fc918bbf0T.jpg,320,320,0.7325,0.2875,0.2106,0.1212,,
10,1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,BQ024-O1 / A830,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,approved,Y,5,https://sc04.alicdn.com/kf/S3c050369cf164ea1b61c40e22b5b6c3cR.jpg,320,320,0.8,0.41,0.328,0.2111,,
10,1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,BQ024-O1 / A830,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,approved,Y,6,https://sc04.alicdn.com/kf/S073016556e4f4af682f2beb656e53ac7s.jpg,320,320,0.7525,0.245,0.1844,0.1409,,
11,1601939665367,AAEMjmk4AOWGex-cDVm7jXY0,BQ003-O1 / R1218,Custom Logo Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers OEM ODM Private Label Model R1218,approved,Y,1,https://sc04.alicdn.com/kf/H1b4f1453f0014cd6af50d1b86a03bbb7y.jpg,320,320,0.89,0.4725,0.4205,0.2696,P0_LOW_HERO_OCCUPANCY,
11,1601939665367,AAEMjmk4AOWGex-cDVm7jXY0,BQ003-O1 / R1218,Custom Logo Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers OEM ODM Private Label Model R1218,approved,Y,2,https://sc04.alicdn.com/kf/S562fc12cf3164e7bb1add0cb348c429dV.jpg,320,320,0.7525,0.4575,0.3443,0.2054,,
11,1601939665367,AAEMjmk4AOWGex-cDVm7jXY0,BQ003-O1 / R1218,Custom Logo Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers OEM ODM Private Label Model R1218,approved,Y,3,https://sc04.alicdn.com/kf/S1b58a81316754734974d746a27a3ad56q.jpg,320,320,0.7875,0.3925,0.3091,0.1923,,
11,1601939665367,AAEMjmk4AOWGex-cDVm7jXY0,BQ003-O1 / R1218,Custom Logo Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers OEM ODM Private Label Model R1218,approved,Y,4,https://sc04.alicdn.com/kf/S4c99a414aa694ca8a7ac09e5e8de7578v.jpg,320,320,0.7325,0.29,0.2124,0.134,,
11,1601939665367,AAEMjmk4AOWGex-cDVm7jXY0,BQ003-O1 / R1218,Custom Logo Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers OEM ODM Private Label Model R1218,approved,Y,5,https://sc04.alicdn.com/kf/S0939eeaa884c4d04b1627036ce3e00ceh.jpg,320,320,0.7975,0.2875,0.2293,0.1726,,
11,1601939665367,AAEMjmk4AOWGex-cDVm7jXY0,BQ003-O1 / R1218,Custom Logo Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers OEM ODM Private Label Model R1218,approved,Y,6,https://sc04.alicdn.com/kf/S35972948e9d14dfd95b6489ba70c0cc7R.jpg,320,320,0.7475,0.395,0.2953,0.1719,,
12,1601939666421,AAFqjmk4AOWGex-cDVm7jXIW,BQ011-R1 / A002,Men's Knit Slip-On Walking Shoes Casual Shoes for Commuting and Daily Walking Model A002,approved,Y,1,https://sc04.alicdn.com/kf/Sa9ea974bdbe14b5684c52680c0a7ec7eS.jpg,320,320,0.78,0.4625,0.3608,0.2308,P0_LOW_HERO_OCCUPANCY,
12,1601939666421,AAFqjmk4AOWGex-cDVm7jXIW,BQ011-R1 / A002,Men's Knit Slip-On Walking Shoes Casual Shoes for Commuting and Daily Walking Model A002,approved,Y,2,https://sc04.alicdn.com/kf/S571ba796829b4877be8cb13fba25e5b0y.jpg,320,320,0.66,0.7225,0.4768,0.1675,,
12,1601939666421,AAFqjmk4AOWGex-cDVm7jXIW,BQ011-R1 / A002,Men's Knit Slip-On Walking Shoes Casual Shoes for Commuting and Daily Walking Model A002,approved,Y,3,https://sc04.alicdn.com/kf/S466a42ca0fca4bf2b2fb3a04ef0a6d63U.jpg,320,320,0.7925,0.6025,0.4775,0.2741,,
12,1601939666421,AAFqjmk4AOWGex-cDVm7jXIW,BQ011-R1 / A002,Men's Knit Slip-On Walking Shoes Casual Shoes for Commuting and Daily Walking Model A002,approved,Y,4,https://sc04.alicdn.com/kf/S1296f938676c47bfb9170a2b4ac1374c2.jpg,320,320,0.7375,0.5025,0.3706,0.2256,,
12,1601939666421,AAFqjmk4AOWGex-cDVm7jXIW,BQ011-R1 / A002,Men's Knit Slip-On Walking Shoes Casual Shoes for Commuting and Daily Walking Model A002,approved,Y,5,https://sc04.alicdn.com/kf/S1d783df8b1784cb69deba5f46f1812f3l.jpg,320,320,0.8025,0.5675,0.4554,0.2688,,
12,1601939666421,AAFqjmk4AOWGex-cDVm7jXIW,BQ011-R1 / A002,Men's Knit Slip-On Walking Shoes Casual Shoes for Commuting and Daily Walking Model A002,approved,Y,6,https://sc04.alicdn.com/kf/S39a665c293fb4fbd98c9e2806084f523G.jpg,320,320,0.6675,0.7225,0.4823,0.2384,,
13,1601939663432,AAH6jmk4AOWGex-cDVm7jW2r,BQ003-R1 / R1218,Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers for Summer Daily Walking and Casual Wear Model R1218,approved,Y,1,https://sc04.alicdn.com/kf/H009f34e6444e4287b232971111639567E.jpg,320,320,0.8975,0.46,0.4128,0.2716,P0_LOW_HERO_OCCUPANCY,
13,1601939663432,AAH6jmk4AOWGex-cDVm7jW2r,BQ003-R1 / R1218,Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers for Summer Daily Walking and Casual Wear Model R1218,approved,Y,2,https://sc04.alicdn.com/kf/S0084032228bf490e8f4f7a290d625a2dO.jpg,320,320,0.7575,0.3975,0.3011,0.1761,,
13,1601939663432,AAH6jmk4AOWGex-cDVm7jW2r,BQ003-R1 / R1218,Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers for Summer Daily Walking and Casual Wear Model R1218,approved,Y,3,https://sc04.alicdn.com/kf/Sb56a66c8f5084f15b63594966ca99089M.jpg,320,320,0.79,0.645,0.5095,0.2486,,
13,1601939663432,AAH6jmk4AOWGex-cDVm7jW2r,BQ003-R1 / R1218,Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers for Summer Daily Walking and Casual Wear Model R1218,approved,Y,4,https://sc04.alicdn.com/kf/S2197ce2a522448899f7c2a108783f031q.jpg,320,320,0.725,0.4425,0.3208,0.1918,,
13,1601939663432,AAH6jmk4AOWGex-cDVm7jW2r,BQ003-R1 / R1218,Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers for Summer Daily Walking and Casual Wear Model R1218,approved,Y,5,https://sc04.alicdn.com/kf/Se413e1b82fbb4e31837b321e7ac5cb19O.jpg,320,320,0.8,0.3925,0.314,0.1957,,
13,1601939663432,AAH6jmk4AOWGex-cDVm7jW2r,BQ003-R1 / R1218,Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers for Summer Daily Walking and Casual Wear Model R1218,approved,Y,6,https://sc04.alicdn.com/kf/Sdac175572ceb46cba3ab95e4f0cb6a6bU.jpg,320,320,0.7475,0.295,0.2205,0.1379,,
14,1601939659415,AAEzjmk4AOWGex-cDVm7jV10,BQ008-O1 / L1009,Custom Logo Breathable Mesh Lace-Up Athletic Walking Shoes Thick Sole Casual Sneakers OEM ODM Private Label Model L1009,approved,Y,1,https://sc04.alicdn.com/kf/H119249ad2361467491ab0e7cf93924e6h.png,320,320,0.945,0.525,0.4961,0.279,,
