product_id,model,title_model,title_repeat,keyword_candidate,attribute_semantic_candidate,wide_toe_candidate,confirmed_error_candidate,notes
1601939721228,BQ029-O1 / A025,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ029-O1 / A025 | Textile
1601939720204,BQ028-W1 / BISCUIT,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ028-W1 / BISCUIT | Textile
1601939625627,BQ028-R1 / BISCUIT,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ028-R1 / BISCUIT | Textile
1601939705262,BQ028-O1 / BISCUIT,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ028-O1 / BISCUIT | Textile
1601939616762,BQ027-W1 / K6116,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ027-W1 / K6116 | Textile
1601939692338,BQ027-R1 / K6116,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ027-R1 / K6116 | Textile
1601939703288,BQ027-O1 / K6116,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ027-O1 / K6116 | Textile
1601939745065,BQ026-W1 / T5828,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ026-W1 / T5828 | Textile
1601939714238,BQ026-O1 / T5828,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ026-O1 / T5828 | Textile
1601939725201,BQ026-R1 / T5828,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ026-R1 / T5828 | Textile
1601939751016,BQ025-R1 / A1689,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ025-R1 / A1689 | Textile
1601939612707,BQ025-W1 / A1689,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ025-W1 / A1689 | Textile
1601939691342,BQ024-W1 / A830,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ024-W1 / A830 | Textile
1601939733108,BQ025-O1 / A1689,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ025-O1 / A1689 | Textile
1601939691340,BQ024-O1 / A830,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ024-O1 / A830 | Textile
1601939684371,BQ024-R1 / A830,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ024-R1 / A830 | Textile
1601939722180,BQ023-W1 / A505,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ023-W1 / A505 | Textile
1601939616754,BQ023-R1 / A505,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ023-R1 / A505 | Textile
1601939641581,BQ022-W1 / A2208,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ022-W1 / A2208 | Textile
1601939752005,BQ023-O1 / A505,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ023-O1 / A505 | Textile
1601939659468,BQ022-R1 / A2208,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ022-R1 / A2208 | Textile
1601939709218,BQ022-O1 / A2208,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ022-O1 / A2208 | Textile
1601939606858,BQ021-W1 / K6212,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ021-W1 / K6212 | Textile
1601939709217,BQ021-R1 / K6212,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ021-R1 / K6212 | Textile
1601939712249,BQ020-W1 / A218,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ020-W1 / A218 | Textile
1601939739115,BQ021-O1 / K6212,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ021-O1 / K6212 | Textile
1601939590957,BQ020-R1 / A218,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ020-R1 / A218 | Textile
1601939625613,BQ020-O1 / A218,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ020-O1 / A218 | Textile
1601939616747,BQ019-W1 / A206,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ019-W1 / A206 | Textile
1601939602873,BQ019-R1 / A206,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ019-R1 / A206 | Textile
1601939726170,BQ018-W1 / A116,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ018-W1 / A116 | Textile
1601939695286,BQ019-O1 / A206,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ019-O1 / A206 | Textile
1601939641542,BQ018-R1 / A116,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ018-R1 / A116 | Textile
1601939589890,BQ018-O1 / A116,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ018-O1 / A116 | Textile
1601939636508,BQ017-W1 / A008,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ017-W1 / A008 | Textile
1601939697271,BQ017-R1 / A008,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ017-R1 / A008 | Textile
1601939593839,BQ017-O1 / A008,PASS,MACHINE_CANDIDATE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ017-O1 / A008 | Textile
1601939608691,BQ016-W1 / 201,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ016-W1 / 201 | Textile
1601939633580,BQ016-O1 / 201,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ016-O1 / 201 | Textile
1601939691301,BQ016-R1 / 201,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ016-R1 / 201 | Textile
1601939747001,BQ015-R1 / R1811,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Round Toe | Light Weight | Breathable | CN | BQ015-R1 / R1811 | Chunky Cushion | Chunky Cushion | Textile Upper
1601939743040,BQ015-W1 / R1811,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Round Toe | Light Weight | Breathable | CN | BQ015-W1 / R1811 | Chunky Cushion | Chunky Cushion | Textile Upper
1601939683302,BQ015-O1 / R1811,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Round Toe | Light Weight | Breathable | CN | BQ015-O1 / R1811 | Chunky Cushion | Chunky Cushion | Textile Upper
1601939669411,BQ014-W1 / A507,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ014-W1 / A507 | Cushion | Cushion | Stretch Textile Upper
1601939658415,BQ014-R1 / A507,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ014-R1 / A507 | Cushion | Cushion | Stretch Textile Upper
1601939608686,BQ014-O1 / A507,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ014-O1 / A507 | Cushion | Cushion | Stretch Textile Upper
1601939638522,BQ013-R1 / T55836,PASS,MACHINE_CANDIDATE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ013-R1 / T55836 | Flexible Cushion | Flexible Cushion | Soft Textile Upper
1601939619687,BQ013-W1 / T55836,PASS,MACHINE_CANDIDATE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ013-W1 / T55836 | Flexible Cushion | Flexible Cushion | Soft Textile Upper
1601939736061,BQ013-O1 / T55836,PASS,MACHINE_CANDIDATE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ013-O1 / T55836 | Flexible Cushion | Flexible Cushion | Soft Textile Upper
1601939650458,BQ012-W1 / M8506,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ012-W1 / M8506 | Chunky Cushion | Chunky Cushion | Breathable Knitted Upper
1601939681367,BQ012-R1 / M8506,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ012-R1 / M8506 | Chunky Cushion | Chunky Cushion | Breathable Knitted Upper
1601939606805,BQ012-O1 / M8506,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ012-O1 / M8506 | Chunky Cushion | Chunky Cushion | Breathable Knitted Upper
1601939634522,BQ011-W1 / A002,PASS,MACHINE_CANDIDATE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ011-W1 / A002 | Cushion | Cushion | Textile Upper
1601939666421,BQ011-R1 / A002,PASS,MACHINE_CANDIDATE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ011-R1 / A002 | Cushion | Cushion | Textile Upper
1601939589876,BQ010-W1 / R1601,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ010-W1 / R1601 | Stretch Textile Upper
1601939606803,BQ011-O1 / A002,PASS,MACHINE_CANDIDATE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ011-O1 / A002 | Cushion | Cushion | Textile Upper
1601939573998,BQ010-O1 / R1601,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ010-O1 / R1601 | Stretch Textile Upper
1601939734070,BQ010-R1 / R1601,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ010-R1 / R1601 | Stretch Textile Upper
1601939661419,BQ009-R1 / L1026,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ009-R1 / L1026 | EVA; Confirm Before Bulk Order | EVA; Confirm Before Bulk Order | Textile
1601939675350,BQ009-W1 / L1026,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ009-W1 / L1026 | EVA; Confirm Before Bulk Order | EVA; Confirm Before Bulk Order | Textile
1601939721165,BQ009-O1 / L1026,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ009-O1 / L1026 | EVA; Confirm Before Bulk Order | EVA; Confirm Before Bulk Order | Textile
1601939625569,BQ008-W1 / L1009,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ008-W1 / L1009 | EVA; Confirm Before Bulk Order | EVA; Confirm Before Bulk Order | Textile
1601939659415,BQ008-O1 / L1009,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ008-O1 / L1009 | EVA; Confirm Before Bulk Order | EVA; Confirm Before Bulk Order | Textile
1601939628529,BQ008-R1 / L1009,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | All Seasons | Walking Shoes | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ008-R1 / L1009 | EVA; Confirm Before Bulk Order | EVA; Confirm Before Bulk Order | Textile
1601939711161,BQ007-R1 / L0017,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ007-R1 / L0017 | Textile
1601939585913,BQ007-W1 / L0017,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ007-W1 / L0017 | Textile
1601939660427,BQ006-W1 / M8811,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ006-W1 / M8811 | Textile
1601939701201,BQ007-O1 / L0017,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ007-O1 / L0017 | Textile
1601939655430,BQ006-R1 / M8811,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ006-R1 / M8811 | Textile
1601939735063,BQ006-O1 / M8811,PASS,NONE,NONE,NONE,NONE,NONE,EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ006-O1 / M8811 | Textile
1601939599850,BQ005-W1 / A503,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ005-W1 / A503 | Textile
1601939712176,BQ005-R1 / A503,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ005-R1 / A503 | Textile
1601939626612,BQ004-W1 / A502,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ004-W1 / A502 | Textile
1601939631570,BQ005-O1 / A503,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ005-O1 / A503 | Textile
1601939700200,BQ004-O1 / A502,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ004-O1 / A502 | Textile
1601939738037,BQ004-R1 / A502,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ004-R1 / A502 | Textile
1601939663432,BQ003-R1 / R1218,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ003-R1 / R1218 | Textile
1601939585904,BQ003-W1 / R1218,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ003-W1 / R1218 | Textile
1601939665367,BQ003-O1 / R1218,PASS,NONE,NONE,NONE,NONE,NONE,Regular Fit | EVA | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ003-O1 / R1218 | Textile
1601939654418,BQ002-W1 / BQ002,PASS,NONE,NONE,NONE,NONE,NONE,Wide Toe Box | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ002-W1 / BQ002 | Textile / Knitted Upper
1601939614689,BQ002-R1 / BQ002,PASS,NONE,NONE,NONE,NONE,NONE,Wide Toe Box | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ002-R1 / BQ002 | Textile / Knitted Upper
1601939635505,BQ002-O1 / BQ002,PASS,NONE,NONE,NONE,NONE,NONE,Wide Toe Box | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ002-O1 / BQ002 | Textile / Knitted Upper
1601939707196,BQ001-W1 / BQ001,PASS,NONE,NONE,NONE,NONE,NONE,Wide Toe Box | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ001-W1 / BQ001 | Textile / Knitted Upper
1601939727104,BQ001-R1 / BQ001,PASS,NONE,NONE,NONE,NONE,NONE,Wide Toe Box | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ001-R1 / BQ001 | Textile / Knitted Upper
1601939572948,BQ001-O1 / BQ001,PASS,NONE,NONE,NONE,NONE,NONE,Wide Toe Box | EVA | All Seasons | Walking Shoes | EVA | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ001-O1 / BQ001 | Textile / Knitted Upper
10000044021584,BQ-016,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-016
10000047216427,BQ051 / K6689,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | Rubber | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ051 / K6689 | Textile
10000043991998,BQ-022,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Striped | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-022
1601924732369,BQ038 / M889,CONFIRMED_ERROR,NONE,NONE,MACHINE_CANDIDATE,NONE,TITLE_MODEL,EVA | Lace-up | Round Toe | Fujian; China | BQ038 / M889 | EVA | Mesh | Plush | Knitted Textile Upper
1601924347721,BQ037 / H7116,CONFIRMED_ERROR,NONE,NONE,MACHINE_CANDIDATE,NONE,TITLE_MODEL,EVA | Mesh | Plush | Lace-up | Fujian; China | BQ037 / H7116 | Casual | EVA | Round Toe | Rubber Toe Cap | Knitted Textile Upper
1601825160204,BQ-010,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-010
1601839073314,BQ020 / A218,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ020 / A218
1601825021825,BQ-008,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ-008
10000047196608,BQ050 / A828,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | Rubber | Plastic | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ050 / A828 | Textile
10000047127570,BQ041 / 202,PASS,NONE,NONE,NONE,NONE,NONE,
1601839050756,BQ030 / A811,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ030 / A811
10000047175212,BQ043 / 8008,PASS,NONE,NONE,NONE,NONE,NONE,EVA | EVA | Round Toe | CN | BQ043 / 8008 | Other | Knitted Textile
