productId,encryptedProductId,apiReadOk,apiReadError,title,modelNumber,categoryId,categoryName,status,display,mainImageCount,skuColorCount,skuColors,skuSizeCount,skuSizes,skuTotalCount,detailType,productDetailImageCount,companyImageCount,video,fobMinPrice,fobMaxPrice,currency,moq,unit,leadTime100Pairs,package,badUrlCount,badUrls,url,gmtModified
1601939692338,AAGPjmk4AOWGex-cDVm7jdzR,True,,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,BQ027-R1 / K6116,201334413,,approved,Y,6,4,Grey | Black White | Black | Cream,11,43 | 44 | 45 | 39 | 40 | 41 | 42 | 35 | 36 | 37 | 38,44,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Knit-Lace-Detail-Casual-Walking-Shoes_1601939692338.html,2026-09-04 23:47:57
1601939703288,AAH8jmk4AOWGex-cDVm7igIb,True,,Custom Logo Knit Lace Detail Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model K6116,BQ027-O1 / K6116,201334413,,approved,Y,6,4,Grey | Black White | Black | Cream,11,45 | 43 | 44 | 41 | 42 | 39 | 40 | 37 | 38 | 35 | 36,44,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Knit-Lace-Detail-Casual_1601939703288.html,2026-09-04 23:56:50
1601939745065,AAHXjmk4AOWGex-cDVm7iq7K,True,,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,BQ026-W1 / T5828,201334413,,approved,Y,6,5,Pink | White | Black | Red | Grey,11,45 | 44 | 43 | 42 | 41 | 40 | 39 | 38 | 37 | 36 | 35,55,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Knit-Lace-Up-Walking-Shoes_1601939745065.html,2026-09-05 00:04:37
1601939714238,AAFzjmk4AOWGex-cDVm7ijdd,True,,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,BQ026-O1 / T5828,201334413,,approved,Y,6,5,Red | Grey | White | Black | Pink,11,38 | 37 | 36 | 35 | 45 | 44 | 43 | 42 | 41 | 40 | 39,55,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Knit-Lace-Up-Walking_1601939714238.html,2026-09-04 23:59:26
1601939725201,AAEtjmk4AOWGex-cDVm7ilxy,True,,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,BQ026-R1 / T5828,201334413,,approved,Y,6,5,White | Black | Pink | Red | Grey,11,36 | 35 | 45 | 44 | 43 | 42 | 41 | 40 | 39 | 38 | 37,55,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Knit-Lace-Up-Walking-Shoes-Casual_1601939725201.html,2026-09-05 00:01:09
1601939751016,AAGxjmk4AOWGex-cDVm7iseL,True,,Low Cut Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A1689,BQ025-R1 / A1689,201334413,,approved,Y,6,3,Black White | Light Grey | All Black,11,44 | 43 | 42 | 41 | 40 | 39 | 38 | 37 | 36 | 35 | 45,33,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Low-Cut-Knit-Slip-On-Walking_1601939751016.html,2026-09-05 00:05:05
1601939612707,AAHEjmk4AOWGex-cDVm7jKPA,True,,Wholesale Breathable Light Weight Low Cut Knit Slip-On Walking Shoes EVA Midsole Casual Factory Supply Model A1689,BQ025-W1 / A1689,201334413,,approved,Y,6,3,All Black | Black White | Light Grey,11,45 | 44 | 43 | 42 | 41 | 40 | 39 | 38 | 37 | 36 | 35,33,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Breathable-Light-Weight-Low-Cut_1601939612707.html,2026-09-04 23:41:06
1601939691342,AAHfjmk4AOWGex-cDVm7jdCt,True,,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A830,BQ024-W1 / A830,201334413,,approved,Y,6,4,All Black | Yellow Sole | Light Grey | Dark Grey,9,44 | 45 | 42 | 43 | 40 | 41 | 38 | 39 | 37,36,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Knit-Slip-On-Walking-Shoes_1601939691342.html,2026-09-04 23:55:03
1601939733108,AAHzjmk4AOWGex-cDVm7in2X,True,,Custom Logo Low Cut Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A1689,BQ025-O1 / A1689,201334413,,approved,Y,6,3,All Black | Black White | Light Grey,11,45 | 41 | 42 | 43 | 44 | 37 | 38 | 39 | 40 | 35 | 36,33,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Low-Cut-Knit-Slip_1601939733108.html,2026-09-05 00:02:07
1601939691340,AAHhjmk4AOWGex-cDVm7jdCv,True,,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A830,BQ024-O1 / A830,201334413,,approved,Y,6,4,Yellow Sole | Light Grey | Dark Grey | All Black,9,43 | 42 | 41 | 40 | 39 | 38 | 37 | 45 | 44,36,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Knit-Slip-On-Walking_1601939691340.html,2026-09-04 23:54:31
1601939684371,AAGNjmk4AOWGex-cDVm7jbvw,True,,Knit Slip-On Walking Shoes Casual Shoes for Men's Travel Commuting and Daily Wear Model A830,BQ024-R1 / A830,201334413,,approved,Y,6,4,Dark Grey | All Black | Yellow Sole | Light Grey,9,41 | 42 | 43 | 44 | 37 | 38 | 39 | 40 | 45,36,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Knit-Slip-On-Walking-Shoes-Casual_1601939684371.html,2026-09-04 23:54:01
1601939722180,AAFOjmk4AOWGex-cDVm7ikgn,True,,Wholesale Knit Low Cut Slip-On Walking Shoes Casual Shoes Factory Supply Model A505,BQ023-W1 / A505,201334413,,approved,Y,6,3,Black | Brown | Grey,11,38 | 39 | 36 | 37 | 35 | 44 | 45 | 42 | 43 | 40 | 41,33,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Knit-Low-Cut-Slip-On_1601939722180.html,2026-09-05 00:00:32
1601939616754,AAGmjmk4AOWGex-cDVm7jLQR,True,,Knit Low Cut Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A505,BQ023-R1 / A505,201334413,,approved,Y,6,3,Grey | Black | Brown,11,42 | 43 | 44 | 45 | 38 | 39 | 40 | 41 | 35 | 36 | 37,33,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Knit-Low-Cut-Slip-On-Walking_1601939616754.html,2026-09-04 23:41:58
1601939641581,AAEDjmk4AOWGex-cDVm7jRMO,True,,Wholesale Striped Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A2208,BQ022-W1 / A2208,201334413,,approved,Y,6,3,Black | Light Grey | Black White Stripe,11,37 | 36 | 35 | 45 | 44 | 43 | 42 | 41 | 40 | 39 | 38,33,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Striped-Knit-Slip-On-Walking_1601939641581.html,2026-09-04 23:51:51
1601939752005,AAHIjmk4AOWGex-cDVm7isOm,True,,Custom Logo Knit Low Cut Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A505,BQ023-O1 / A505,201334413,,approved,Y,6,3,Grey | Black | Brown,11,44 | 43 | 42 | 41 | 40 | 39 | 38 | 37 | 36 | 35 | 45,33,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Knit-Low-Cut-Slip_1601939752005.html,2026-09-05 00:06:10
1601939659468,AAFujmk4AOWGex-cDVm7jV0v,True,,Striped Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A2208,BQ022-R1 / A2208,201334413,,approved,Y,6,3,Light Grey | Black White Stripe | Black,11,45 | 44 | 43 | 42 | 41 | 40 | 39 | 38 | 37 | 36 | 35,33,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Striped-Knit-Slip-On-Walking-Shoes_1601939659468.html,2026-09-04 23:45:48
1601939709218,AAG6jmk4AOWGex-cDVm7ihrB,True,,Custom Logo Striped Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A2208,BQ022-O1 / A2208,201334413,,approved,Y,6,3,Black White Stripe | Black | Light Grey,11,39 | 40 | 37 | 38 | 35 | 36 | 44 | 45 | 42 | 43 | 41,33,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Striped-Knit-Slip-On_1601939709218.html,2026-09-04 23:58:11
1601939606858,AAGUjmk4AOWGex-cDVm7jIqp,True,,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model K6212,BQ021-W1 / K6212,201334413,,approved,Y,6,5,White | Blue | All Black | Black White | Grey,11,44 | 45 | 35 | 36 | 40 | 41 | 42 | 43 | 37 | 38 | 39,55,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Knit-Slip-On-Walking-Shoes_1601939606858.html,2026-09-04 23:40:17
1601939709217,AAG7jmk4AOWGex-cDVm7ihrC,True,,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model K6212,BQ021-R1 / K6212,201334413,,approved,Y,6,5,Grey | Blue | White | All Black | Black White,11,41 | 42 | 43 | 44 | 37 | 38 | 39 | 40 | 45 | 35 | 36,55,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Knit-Slip-On-Walking-Shoes-Casual_1601939709217.html,2026-09-04 23:57:31
1601939712249,AAEojmk4AOWGex-cDVm7ii8a,True,,Wholesale Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes Factory Supply Model A218,BQ020-W1 / A218,201334413,,approved,Y,6,4,All Black | Black White | White | Grey,11,43 | 42 | 41 | 40 | 39 | 38 | 37 | 36 | 35 | 45 | 44,44,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Hollow-Knit-Lace-Up-Walking_1601939712249.html,2026-09-04 23:58:56
1601939739115,AAH9jmk4AOWGex-cDVm7ipYI,True,,Custom Logo Knit Slip-On Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model K6212,BQ021-O1 / K6212,201334413,,approved,Y,6,5,Grey | Blue | White | All Black | Black White,11,44 | 45 | 42 | 43 | 40 | 41 | 38 | 39 | 36 | 37 | 35,55,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Knit-Slip-On-Walking_1601939739115.html,2026-09-05 00:03:56
1601939590957,AAH3jmk4AOWGex-cDVm7jEjO,True,,Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes for Daily Walking and Casual Wear Model A218,BQ020-R1 / A218,201334413,,approved,Y,6,4,White | Grey | All Black | Black White,11,36 | 37 | 38 | 39 | 43 | 44 | 45 | 35 | 40 | 41 | 42,44,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Hollow-Knit-Lace-Up-Walking-Shoes_1601939590957.html,2026-09-04 23:39:03
1601939625613,AAEgjmk4AOWGex-cDVm7jNFu,True,,Custom Logo Hollow Knit Lace-Up Walking Shoes Summer Casual Shoes OEM ODM Private Label Footwear Supplier Model A218,BQ020-O1 / A218,201334413,,approved,Y,6,4,White | Grey | All Black | Black White,11,43 | 44 | 41 | 42 | 39 | 40 | 37 | 38 | 35 | 36 | 45,44,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Hollow-Knit-Lace-Up_1601939625613.html,2026-09-04 23:42:36
1601939616747,AAGdjmk4AOWGex-cDVm7jLQI,True,,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A206,BQ019-W1 / A206,201334413,,approved,Y,6,4,Black | White | Light Grey | Cream,11,42 | 43 | 40 | 41 | 38 | 39 | 36 | 37 | 35 | 45 | 44,44,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Knit-Lace-Up-Walking-Shoes_1601939616747.html,2026-09-04 23:41:38
1601939602873,AAE1jmk4AOWGex-cDVm7jHpa,True,,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A206,BQ019-R1 / A206,201334413,,approved,Y,6,4,Black | White | Light Grey | Cream,11,35 | 45 | 43 | 44 | 41 | 42 | 39 | 40 | 37 | 38 | 36,44,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Knit-Lace-Up-Walking-Shoes-Casual_1601939602873.html,2026-09-04 23:39:41
1601939726170,AAHwjmk4AOWGex-cDVm7ili5,True,,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A116,BQ018-W1 / A116,201334413,,approved,Y,6,4,Cream | Lavender | Black White | Black,11,41 | 42 | 43 | 44 | 37 | 38 | 39 | 40 | 45 | 35 | 36,44,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Knit-Lace-Up-Walking-Shoes_1601939726170.html,2026-09-05 00:01:34
1601939695286,AAEYjmk4AOWGex-cDVm7jeFV,True,,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A206,BQ019-O1 / A206,201334413,,approved,Y,6,4,White | Light Grey | Cream | Black,11,45 | 43 | 44 | 41 | 42 | 39 | 40 | 37 | 38 | 35 | 36,44,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Knit-Lace-Up-Walking_1601939695286.html,2026-09-04 23:55:39
1601939641542,AAEajmk4AOWGex-cDVm7jRMl,True,,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model A116,BQ018-R1 / A116,201334413,,approved,Y,6,4,Black White | Black | Cream | Lavender,11,45 | 44 | 43 | 42 | 41 | 40 | 39 | 38 | 37 | 36 | 35,44,STRUCTURED,4,5,not returned by product.list/get,9.13,9.53,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Knit-Lace-Up-Walking-Shoes-Casual_1601939641542.html,2026-09-04 23:44:20
1601939589890,AAEOjmk4AOWGex-cDVm7jEzh,True,,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model A116,BQ018-O1 / A116,201334413,,approved,Y,6,4,Black White | Black | Cream | Lavender,11,43 | 44 | 45 | 39 | 40 | 41 | 42 | 35 | 36 | 37 | 38,44,STRUCTURED,4,5,not returned by product.list/get,9.05,9.45,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Custom-Logo-Knit-Lace-Up-Walking_1601939589890.html,2026-09-04 23:38:53
1601939636508,AAHnjmk4AOWGex-cDVm7jQb_,True,,Wholesale Quilted Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model A008,BQ017-W1 / A008,201334413,,approved,Y,6,4,All Black | Black White | White | Grey,11,44 | 45 | 40 | 41 | 42 | 43 | 36 | 37 | 38 | 39 | 35,44,STRUCTURED,4,5,not returned by product.list/get,9.09,9.49,USD,2,Pair,31,not returned by product.list/get,0,,https://www.alibaba.com/product-detail/Wholesale-Quilted-Knit-Lace-Up-Walking_1601939636508.html,2026-09-04 23:51:23
